51° 23.343436567198665,6° 48.45174093965751
51° 23.34334957745611,6° 48.45197431196368
51° 23.343262336646973,6° 48.45220743264164
51° 23.343174839078102,6° 48.45244031690312
51° 23.343087087989147,6° 48.452672956073606
51° 23.342999083648692,6° 48.45290534944471
51° 23.342910826325323,6° 48.453137496308045
51° 23.342822316287197,6° 48.45336939595681
51° 23.342733553803754,6° 48.45360104768416
51° 23.342644539146136,6° 48.45383245078473
51° 23.34255527563755,6° 48.45406359666338
51° 23.342465757453965,6° 48.45429450040367
51° 23.34237598791134,6° 48.454525153405754
51° 23.34228597036187,6° 48.454755547100596
51° 23.34219570201867,6° 48.454985688668
51° 23.342105180061168,6° 48.45521558525584
51° 23.342014410947343,6° 48.45544522045854
51° 23.341923391866857,6° 48.45567460143472
51° 23.341832119976118,6° 48.45590373530469
51° 23.341740601786398,6° 48.4561326057209
51° 23.341648834464763,6° 48.456361219815975
51° 23.341556815142894,6° 48.456589584685865
51° 23.341464550386632,6° 48.45681768404095
51° 23.341372037339596,6° 48.45704552498647
51° 23.34127927628188,6° 48.45727310682918
51° 23.341186264316605,6° 48.45750043663615
51° 23.34109300807995,6° 48.457727498186465
51° 23.34099950468314,6° 48.4579542985562
51° 23.340905751205838,6° 48.45818084478795
51° 23.340811754337096,6° 48.458407120717354
51° 23.340717511164257,6° 48.458633133397555
51° 23.340623018745674,6° 48.458858889843626
51° 23.34052828382113,6° 48.45908437394925
51° 23.340433303457075,6° 48.45930959274162
51° 23.340338074686287,6° 48.45953455321293
51° 23.340242604304393,6° 48.45975923931333
51° 23.34014688935312,6° 48.45998365804402
51° 23.340050926842224,6° 48.46020781637282
51° 23.33995472361977,6° 48.46043169830635
51° 23.33985827670446,6° 48.46065531082296
51° 23.339761583084737,6° 48.46087866086286
51° 23.339664649659397,6° 48.461101732492295
51° 23.339567473425404,6° 48.461324532663724
51° 23.33947005134732,6° 48.46154706829285
51° 23.33937239037681,6° 48.461769323503944
51° 23.339274487487813,6° 48.46199130522191
51° 23.33917634297876,6° 48.46221301277198
51° 23.33907795378522,6° 48.46243445303641
51° 23.338979326924942,6° 48.46265561021569
51° 23.33888045934458,6° 48.46287649120274
51° 23.338781347956257,6° 48.463097102853766
51° 23.338681999829305,6° 48.46331742943198
51° 23.338582411887785,6° 48.46353747780121
51° 23.338482581022078,6° 48.46375725479174
51° 23.338382514353526,6° 48.46397674472628
51° 23.338282208781038,6° 48.46419595444434
51° 23.338181661174104,6° 48.46441489075167
51° 23.338080878706506,6° 48.464633538024486
51° 23.33797985825413,6° 48.464851903082305
51° 23.33787859666387,6° 48.46506999270056
51° 23.337777101159816,6° 48.46528779131944
51° 23.337675368596962,6° 48.46550530572955
51° 23.33757339579961,6° 48.465722542680325
51° 23.3374711900413,6° 48.46593948667446
51° 23.337368748157843,6° 48.46615614447367
51° 23.33726606694796,6° 48.4663725228029
51° 23.337163153739766,6° 48.46658860622291
51° 23.337060005342636,6° 48.46680440147093
51° 23.336956618536533,6° 48.46701991524448
51° 23.33685300069817,6° 48.46723513216695
51° 23.33674914861689,6° 48.46745005894951
51° 23.33664506260817,6° 48.46766469493423
51° 23.33654073942256,6° 48.467879046784944
51° 23.336436186503278,6° 48.468093099207614
51° 23.336331400609822,6° 48.46830685887369
51° 23.33622637847185,6° 48.468520332421114
51° 23.336121127581606,6° 48.46873350461536
51° 23.3360156446777,6° 48.46894638210497
51° 23.335909926466343,6° 48.46915897149431
51° 23.335803980490937,6° 48.46937125761755
51° 23.335697803467923,6° 48.46958324709121
51° 23.33559139208134,6° 48.46979494649679
51° 23.335484753925755,6° 48.47000634072786
51° 23.335377885694584,6° 48.47021743637656
51° 23.335270784051403,6° 48.4704282399924
51° 23.335163456638526,6° 48.47063873653761
51° 23.33505590012848,6° 48.47084893257232
51° 23.33494811116566,6° 48.47105883461996
51° 23.33484009743799,6° 48.47126842770695
51° 23.33473185559967,6° 48.471477718364454
51° 23.334623382270365,6° 48.471686713091415
51° 23.33451468519044,6° 48.471895396973906
51° 23.334405760990222,6° 48.472103776518516
51° 23.334296610001388,6° 48.47231185109017
51° 23.33418722881632,6° 48.47251962714818
51° 23.334077625241036,6° 48.472727089867135
51° 23.333967795876447,6° 48.4729342457139
51° 23.333857737294466,6° 48.47314110111892
51° 23.333747457349716,6° 48.47334764132226
51° 23.333636952620083,6° 48.47355387276501
51° 23.33352621965915,6° 48.47375980184695
51° 23.333415266366302,6° 48.473965413873884
51° 23.3333040893028,6° 48.47417071525783
51° 23.333192684997925,6° 48.474375712369536
51° 23.333081061400947,6° 48.4745803905836
51° 23.332969215050525,6° 48.4747847562814
51° 23.332857142455907,6° 48.47498881580327
51° 23.33274485161411,6° 48.47519255459241
51° 23.332632339043755,6° 48.47539597899976
51° 23.3325196012332,6° 48.47559909533801
51° 23.332406646225934,6° 48.475801889116156
51° 23.33229347052054,6° 48.47600436665761
51° 23.33218007058406,6° 48.476206534244604
51° 23.33206645450815,6° 48.476408377453154
51° 23.331952618769662,6° 48.47660990257619
51° 23.331838559816447,6° 48.47681111586857
51° 23.331724285786635,6° 48.47701200297338
51° 23.331609793136607,6° 48.47721257015459
51° 23.331495082215525,6° 48.47741281680154
51° 23.331380149443532,6° 48.4776127491293
51° 23.331265003021002,6° 48.477812352869606
51° 23.331149639377884,6° 48.478011634249754
51° 23.331034054913857,6° 48.478210599451245
51° 23.33091825787662,6° 48.478409234279084
51° 23.330802244673947,6° 48.47860754492699
51° 23.330686011686765,6° 48.47880553755046
51° 23.330569567208386,6° 48.47900319801866
51° 23.330452907627404,6° 48.47920053249936
51° 23.33033602930385,6° 48.47939754711449
51° 23.33021894057751,6° 48.47959422780649
51° 23.330101637816085,6° 48.47979058070949
51° 23.32998411736085,6° 48.47998661191495
51° 23.329866387595928,6° 48.480182307436976
51° 23.329748444871115,6° 48.48037767338083
51° 23.329630285505942,6° 48.480572715804215
51° 23.329511917931,6° 48.480767420791594
51° 23.329393338475626,6° 48.480961794417645
51° 23.329274543440164,6° 48.481155842711075
51° 23.329155541300395,6° 48.4813495518266
51° 23.329036328365618,6° 48.481542927806736
51° 23.328916904998636,6° 48.481735970063795
51° 23.32879726747464,6° 48.48192868458371
51° 23.3286774243291,6° 48.482121057617476
51° 23.32855737184488,6° 48.482313095166276
51° 23.328437106277136,6° 48.4825048031872
51° 23.328316636206523,6° 48.48269616799983
51° 23.328195957895446,6° 48.482887195576524
51° 23.328075067581153,6° 48.48307789184064
51° 23.327953973887787,6° 48.48326824318807
51° 23.32783267306027,6° 48.48345825555461
51° 23.327711161313687,6° 48.483647934836114
51° 23.327589447318644,6° 48.48383726749718
51° 23.327467527298325,6° 48.48402625944605
51° 23.32734539745161,6° 48.48421491654362
51° 23.32722306649046,6° 48.484403225329196
51° 23.327100530621863,6° 48.48459119167893
51° 23.3269777860221,6° 48.48477882142017
51° 23.326854841450455,6° 48.484966101168574
51° 23.32673169309217,6° 48.485153036765226
51° 23.326608337105625,6° 48.48533963400833
51° 23.326484782292738,6° 48.48552587958382
51° 23.326361024820415,6° 48.48571177930381
51° 23.326237060829556,6° 48.48589733893142
51° 23.326112899163434,6° 48.486082545228925
51° 23.32598853597105,6° 48.48626740397472
51° 23.325863971631406,6° 48.486451914605496
51° 23.325739202258546,6° 48.486636082843226
51° 23.325614236755854,6° 48.48681989554785
51° 23.32548907124547,6° 48.48700335845507
51° 23.32536370182396,6° 48.487186477253275
51° 23.325238137436486,6° 48.48736923887719
51° 23.325112374187285,6° 48.48755164902897
51° 23.324986408153734,6° 48.48773371336794
51° 23.324860248324057,6° 48.48791541890064
51° 23.324733890783733,6° 48.48809677129864
51° 23.32460733159266,6° 48.4882777761862
51° 23.32448057977956,6° 48.488458420647675
51° 23.324353631413288,6° 48.488638710319556
51° 23.32422648253285,6° 48.48881865079253
51° 23.32409914221259,6° 48.488998229230305
51° 23.323971606500038,6° 48.48917745123426
51° 23.323843871418006,6° 48.48935632236145
51° 23.323715946080057,6° 48.48953482985051
51° 23.32358782651795,6° 48.48971297927372
51° 23.32345950873531,6° 48.489890776151526
51° 23.323331001888334,6° 48.49006820779888
51° 23.32320230198917,6° 48.490245279756024
51° 23.32307340942961,6° 48.49042199148096
51° 23.322944320191112,6° 48.49059834845298
51° 23.322815043483587,6° 48.49077433809077
51° 23.32268557529531,6° 48.490949965884255
51° 23.322555911590257,6° 48.49112523728053
51° 23.32242606161884,6° 48.49130013977163
51° 23.322296021351008,6° 48.49147467882002
51° 23.322165786734104,6° 48.49164885983459
51° 23.322035367058618,6° 48.49182267038838
51° 23.32190475827744,6° 48.49199611590558
51° 23.32177395631831,6° 48.49216920176307
51° 23.321642970514347,6° 48.49234191561173
51° 23.321511796800536,6° 48.492514262843684
51° 23.321380431087135,6° 48.49268624880079
51° 23.321248882745635,6° 48.49285786121163
51° 23.32111714769482,6° 48.493029105431816
51° 23.320985221827897,6° 48.49319998677258
51° 23.320853114556,6° 48.49337049304046
51° 23.32072082178044,6° 48.49354062955739
51° 23.320588339376087,6° 48.49371040159653
51° 23.32045567679586,6° 48.49387979704679
51° 23.320322829921878,6° 48.49404882119346
51° 23.320189799160005,6° 48.49421747352519
51° 23.32005658036124,6° 48.4943857592677
51° 23.319923183032216,6° 48.49455366641376
51° 23.319789603031182,6° 48.494721200204495
51° 23.319655836195494,6° 48.49488836583346
51° 23.319521892067172,6° 48.495055151374515
51° 23.319387766490394,6° 48.49522156203348
51° 23.319253455284183,6° 48.49538760296744
51° 23.319118968029358,6° 48.49555326233105
51° 23.31898430055432,6° 48.49571854529511
51° 23.318849448659762,6° 48.49588345698155
51° 23.318714421966575,6° 48.496047985625914
51° 23.31857921628398,6° 48.49621213636388
51° 23.31844382739817,6° 48.496375914283846
51° 23.318308264968408,6° 48.49653930769918
51° 23.318172524786007,6° 48.49670232171203
51° 23.31803660262139,6° 48.49686496137403
51° 23.317900508170055,6° 48.49702721508115
51° 23.317764237209673,6° 48.49718908790024
51° 23.317627785492334,6° 48.497350584844966
51° 23.317491162752333,6° 48.49751169439658
51° 23.31735436474986,6° 48.497672421583985
51° 23.317217387219955,6° 48.497832771385575
51° 23.31708023993656,6° 48.497992732365134
51° 23.316942918642383,6° 48.49815230951332
51° 23.316805423755227,6° 48.498311502347704
51° 23.316667750990092,6° 48.49847031579788
51° 23.316529910168242,6° 48.498628738534464
51° 23.316391897013204,6° 48.49878677550539
51° 23.316253707220795,6° 48.49894443160519
51° 23.316115350651927,6° 48.499101695586816
51° 23.315976823010942,6° 48.49925857236164
51° 23.31583811998044,6° 48.49941506679052
51° 23.31569925145672,6° 48.49957116770437
51° 23.31556021312963,6° 48.49972687998397
51° 23.315421000663434,6° 48.499882208448994
51° 23.315281623992377,6° 48.50003714201891
51° 23.315142078789677,6° 48.500191685533224
51° 23.31500236070511,6° 48.50034584377801
51° 23.31486247970787,6° 48.50049960575524
51° 23.31472243145626,6° 48.50065297626774
51° 23.314582211583854,6° 48.50080596006649
51° 23.314441830095234,6° 48.50095854623589
51° 23.314301282633778,6° 48.50111073954217
51° 23.314160564817286,6° 48.50126254470118
51° 23.314019686687004,6° 48.5014139508797
51° 23.313878643868833,6° 48.50156496281039
51° 23.31373743679208,6° 48.5017155800292
51° 23.313596061056643,6° 48.501865807204595
51° 23.313454526748956,6° 48.502015633617894
51° 23.313312829474455,6° 48.5021650639483
51° 23.313170964818113,6° 48.50231410282319
51° 23.3130289429009,6° 48.50246273961082
51° 23.312886759314182,6° 48.502610978955296
51° 23.31274440962588,6° 48.502758825445866
51° 23.31260190399405,6° 48.502906268534645
51° 23.312459233117124,6° 48.50305331784433
51° 23.312316412055907,6° 48.50319995788077
51° 23.312173421734883,6° 48.50334620823105
51° 23.312030272338546,6° 48.50349205841919
51° 23.311886974097007,6° 48.503637498079186
51° 23.311743507871228,6° 48.503782546639336
51° 23.311599883880234,6° 48.50392719370609
51° 23.311456112386963,6° 48.504071429004995
51° 23.311312174190135,6° 48.50421527179648
51° 23.311168079541176,6° 48.50435871178016
51° 23.311023838738407,6° 48.504501738762414
51° 23.310879432515748,6° 48.50464437184499
51° 23.310734871161287,6° 48.50478660081136
51° 23.310590165002765,6° 48.504928415554986
51° 23.310445294714413,6° 48.505069835018745
51° 23.310300270615443,6° 48.505210849068675
51° 23.310155103069405,6° 48.505351447688305
51° 23.310009772687437,6° 48.505491649655625
51° 23.309864289820723,6° 48.505631444925115
51° 23.30971866486692,6° 48.5057708235659
51° 23.30957287837407,6° 48.50590980419259
51° 23.30942694072874,6° 48.506048376849776
51° 23.30928086235886,6° 48.50618653169047
51° 23.309134623753636,6° 48.50632428716896
51° 23.30898823533161,6° 48.50646163341395
51° 23.308841707550982,6° 48.506598560668394
51° 23.308695020841697,6° 48.50673508722181
51° 23.3085481956887,6° 48.506871194006166
51° 23.308401212480163,6° 48.50700689920396
51° 23.3082540816892,6° 48.50714219308891
51° 23.30810681382772,6° 48.50727706605056
51° 23.307959389225914,6° 48.50741153610368
51° 23.307811818386313,6° 48.50754559361336
51° 23.30766411185408,6° 48.507679229054794
51° 23.307516249899294,6° 48.507812460277755
51° 23.307368243057738,6° 48.507945277734464
51° 23.30722010190314,6° 48.50807767199317
51° 23.307071806650157,6° 48.508209660734224
51° 23.30692336786356,6° 48.50834123449992
51° 23.306774796149483,6° 48.508472383943975
51° 23.306626071663317,6° 48.50860312658496
51° 23.306477205001812,6° 48.508733453052066
51° 23.306328206800515,6° 48.50886335408924
51° 23.306179057159824,6° 48.50899284704704
51° 23.306029766703773,6° 48.50912192264168
51° 23.30588034610159,6° 48.509250571710254
51° 23.30573077539313,6° 48.50937881143384
51° 23.30558106523739,6° 48.50950663262182
51° 23.305431226329603,6° 48.50963402619362
51° 23.305281238655482,6° 48.509761009168585
51° 23.305131112903013,6° 48.509887572443105
51° 23.304980859797695,6° 48.51001370702978
51° 23.304830459271102,6° 48.51013942977532
51° 23.304679922038503,6° 48.510264731666325
51° 23.304529258854814,6° 48.51038960380839
51° 23.30437844959704,6° 48.510514062877306
51° 23.30422750501114,6° 48.5106380999528
51° 23.304076435880603,6° 48.510761706227456
51° 23.30392522202743,6° 48.51088489820924
51° 23.30377387422658,6° 48.51100766706779
51° 23.303622403290092,6° 48.5111300040859
51° 23.30347078898626,6° 48.51125192560497
51° 23.30331904211988,6° 48.511373422880354
